Producto,Calibre,Valor,Unidad de medida,Definición,Mes,Año,Empresa
Carne,500-1000 UNI/KG,29770,Kilos,Kg netos del producto empacados en el mes*,11,2020,Data Mussel
Carne,INDUSTRIAL,31660,Kilos,Kg netos del producto empacados en el mes*,11,2020,Data Mussel
Media Concha,40-60 UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,11,2020,Data Mussel
Media Concha,60-80 UNI/KG,864,Kilos,Kg netos del producto empacados en el mes*,11,2020,Data Mussel
Media Concha,80-100 UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,11,2020,Data Mussel
Media Concha,100 UP UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,11,2020,Data Mussel
Entero,NATURAL,207269.37,Kilos,Kg netos del producto empacados en el mes*,11,2020,Data Mussel
Entero,CON SALSA,83067.03,Kilos,Kg netos del producto empacados en el mes*,11,2020,Data Mussel
Entero,NATURAL,,Kilos,Kg netos del producto empacados en el mes*,11,2020,Data Mussel
Entero,CON SALSA,,Kilos,Kg netos del producto empacados en el mes*,11,2020,Data Mussel
Rendimiento Olla mmpp Propia,,0.185,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,11,2020,Data Mussel
Rendimiento Olla mmpp Terceros,,0.215,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,11,2020,Data Mussel
Carne,50-100 UNI/KG,820,Kilos,Kg netos del producto empacados en el mes*,12,2020,Data Mussel
Carne,100-200 UNI/KG,166130,Kilos,Kg netos del producto empacados en el mes*,12,2020,Data Mussel
Carne,200-300 UNI/KG,441530,Kilos,Kg netos del producto empacados en el mes*,12,2020,Data Mussel
Carne,300-500 UNI/KG,81230,Kilos,Kg netos del producto empacados en el mes*,12,2020,Data Mussel
Carne,500-1000 UNI/KG,23220,Kilos,Kg netos del producto empacados en el mes*,12,2020,Data Mussel
Carne,INDUSTRIAL,39150,Kilos,Kg netos del producto empacados en el mes*,12,2020,Data Mussel
Media Concha,40-60 UNI/KG,2358,Kilos,Kg netos del producto empacados en el mes*,12,2020,Data Mussel
Media Concha,60-80 UNI/KG,26991,Kilos,Kg netos del producto empacados en el mes*,12,2020,Data Mussel
Media Concha,80-100 UNI/KG,1080,Kilos,Kg netos del producto empacados en el mes*,12,2020,Data Mussel
Media Concha,100 UP UNI/KG,,Kilos,Kg netos del producto empacados en el mes*,12,2020,Data Mussel
Entero,NATURAL,249339.5,Kilos,Kg netos del producto empacados en el mes*,12,2020,Data Mussel
Entero,CON SALSA,53937.32,Kilos,Kg netos del producto empacados en el mes*,12,2020,Data Mussel
Entero,NATURAL,,Kilos,Kg netos del producto empacados en el mes*,12,2020,Data Mussel
Entero,CON SALSA,,Kilos,Kg netos del producto empacados en el mes*,12,2020,Data Mussel
Rendimiento Olla mmpp Propia,,0.216,%,Proporción de carne en base a kilos mmpp propia ingresada a planta del mes**,12,2020,Data Mussel
Rendimiento Olla mmpp Terceros,,0.216,%,Proporción de carne en base a kilos mmpp de terceros ingresada a planta del mes**,12,2020,Data Mussel
