,FECHA,PRODUCTO,EMPAQUE,CALIBRE,CANTIDAD,PRECIO CFR,TIPO VENTA,PAIS,EMPRESA,SEMANA,MONTO CFR,MES,AÑO,MERCADO,Mercados 2,Mercados Carne,Mercados Entero,PRODUCTO EQUIVALENTE,PRODUCTO_EMPAQUE,ALFA,BETA,PRECIO EQUIV.,P*Q,ANTIGIO
2389,2020-10-07,CARNE,GRANEL,C500-UP,24.0,2.59,,Dinamarca,Camanchaca,41,,10,2020,Europa,Otros europa,Otros europa,Otros europa,CARNE GRANEL,CARNEGRANEL,0.0,0.0,2.59,62.16,2.59
2390,2020-10-07,CARNE,GRANEL,C200-300,23.88,3.15,,Federacion rusa,Camanchaca,41,,10,2020,Uee,Rusia,Uee,Rusia,CARNE GRANEL,CARNEGRANEL,0.0,0.0,3.15,75.222,3.15
2391,2020-08-10,ENTERO,RETAIL,C20-35,77.318865234375,2.90694311520785,,Estados unidos,Camanchaca,33,,8,2020,America,America,America,America,,ENTERORETAIL,,,,,
2392,2020-05-18,ENTERO,SIN SALSA,C20-35,5.0,1.69895390625,,Mexico,Camanchaca,21,,5,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.69895390625,8.49476953125,1.69895390625
2393,2020-10-26,ENTERO,SIN SALSA,C20-35,18.105,1.85,,Mexico,Camanchaca,44,,10,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.85,33.49425,1.85
2394,2020-10-21,CARNE,GRANEL,C200-300,3.3100002441406,2.989999897475719,,Dinamarca,Camanchaca,43,,10,2020,Europa,Otros europa,Otros europa,Otros europa,CARNE GRANEL,CARNEGRANEL,0.0,0.0,2.989999897475719,9.896900390625,2.989999897475719
2395,2020-10-21,CARNE,GRANEL,C300-500,14.37,2.990000054366736,,Dinamarca,Camanchaca,43,,10,2020,Europa,Otros europa,Otros europa,Otros europa,CARNE GRANEL,CARNEGRANEL,0.0,0.0,2.990000054366736,42.96630078125,2.990000054366736
2396,2020-10-21,CARNE,GRANEL,C500-UP,6.32,2.5899999690961235,,Dinamarca,Camanchaca,43,,10,2020,Europa,Otros europa,Otros europa,Otros europa,CARNE GRANEL,CARNEGRANEL,0.0,0.0,2.5899999690961235,16.3687998046875,2.5899999690961235
2397,2020-10-21,CARNE,GRANEL,C200-300,24.0,3.15,,Federacion rusa,Camanchaca,43,,10,2020,Uee,Rusia,Uee,Rusia,CARNE GRANEL,CARNEGRANEL,0.0,0.0,3.15,75.6,3.15
2398,2020-10-21,ENTERO,RETAIL,C20-35,17.19987890625,3.2407977072876375,,Estados unidos,Camanchaca,43,,10,2020,America,America,America,America,,ENTERORETAIL,,,,,
2399,2020-10-20,ENTERO,SIN SALSA,C50-70,0.0,0.0,,Japon,Camanchaca,43,,10,2020,Asia,Asia,Asia,Asia,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,0.0,0.0,0.0
2400,2020-10-15,CARNE,GRANEL,C100-200,22.000001953125,3.2184542597252968,,China,Camanchaca,42,,10,2020,Asia,Asia,Asia,Asia,CARNE GRANEL,CARNEGRANEL,0.0,0.0,3.2184542597252968,70.80600000000001,3.2184542597252968
2401,2020-10-07,CARNE,GRANEL,C500-UP,24.0,2.4806904296875,,Dinamarca,Camanchaca,41,,10,2020,Europa,Otros europa,Otros europa,Otros europa,CARNE GRANEL,CARNEGRANEL,0.0,0.0,2.4806904296875,59.5365703125,2.4806904296875
2402,2020-10-07,CARNE,GRANEL,C200-300,23.88,3.025921273031826,,Federacion rusa,Camanchaca,41,,10,2020,Uee,Rusia,Uee,Rusia,CARNE GRANEL,CARNEGRANEL,0.0,0.0,3.025921273031826,72.259,3.025921273031826
2403,2020-10-05,CARNE,GRANEL,C200-300,11.12,3.028749929743705,,Reino unido,Camanchaca,41,,10,2020,Europa,Otros europa,Otros europa,Otros europa,CARNE GRANEL,CARNEGRANEL,0.0,0.0,3.028749929743705,33.679699218749995,3.028749929743705
2404,2020-10-05,CARNE,GRANEL,C300-500,12.88,2.778750060656056,,Reino unido,Camanchaca,41,,10,2020,Europa,Otros europa,Otros europa,Otros europa,CARNE GRANEL,CARNEGRANEL,0.0,0.0,2.778750060656056,35.790300781250004,2.778750060656056
2405,2020-08-31,CARNE,RETAIL,C200-300,6.01017578125,6.6445572450369,,Estados unidos,Camanchaca,36,,8,2020,America,America,America,America,CARNE RETAIL,CARNERETAIL,0.0,0.0,6.6445572450369,39.93495703125,6.6445572450369
2406,2020-11-11,CARNE,GRANEL,C200-300,12.0,3.2,,Federacion rusa,Camanchaca,46,,11,2020,Uee,Rusia,Uee,Rusia,CARNE GRANEL,CARNEGRANEL,0.0,0.0,3.2,38.400000000000006,3.2
2407,2020-11-11,CARNE,GRANEL,C300-500,12.0,3.05,,Federacion rusa,Camanchaca,46,,11,2020,Uee,Rusia,Uee,Rusia,CARNE GRANEL,CARNEGRANEL,0.0,0.0,3.05,36.599999999999994,3.05
2408,2020-11-08,ENTERO,RETAIL,C20-35,15.7847001953125,2.425086891584903,,Estados unidos,Camanchaca,45,,11,2020,America,America,America,America,,ENTERORETAIL,,,,,
2409,2020-11-08,ENTERO,SIN SALSA,C20-35,18.670470703125,1.984161988752083,,Estados unidos,Camanchaca,45,,11,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.984161988752083,37.04523828125,1.984161988752083
2410,2020-11-06,ENTERO,RETAIL,C44-77,15.95,2.6816614420062694,,Federacion rusa,Camanchaca,45,,11,2020,Uee,Rusia,Uee,Rusia,,ENTERORETAIL,,,,,
2411,2020-11-04,ENTERO,SIN SALSA,C50-70,15.95,2.4,,Japon,Camanchaca,45,,11,2020,Asia,Asia,Asia,Asia,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.4,38.279999999999994,2.4
2412,2020-11-04,ENTERO,SIN SALSA,C20-35,17.9625625,2.1499994780811478,,Singapur,Camanchaca,45,,11,2020,Asia,Asia,Asia,Asia,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.1499994780811478,38.619499999999995,2.1499994780811478
2413,2020-11-01,ENTERO,RETAIL,C20-35,14.2883994140625,3.2407982847208396,,Estados unidos,Camanchaca,44,,11,2020,America,America,America,America,,ENTERORETAIL,,,,,
2414,2020-11-01,ENTERO,RETAIL,C20-35,5.85,3.2,,Hong kong,Camanchaca,44,,11,2020,Asia,Asia,Asia,Asia,,ENTERORETAIL,,,,,
2415,2020-11-01,ENTERO,SIN SALSA,C40-60,10.0,2.1,,Hong kong,Camanchaca,44,,11,2020,Asia,Asia,Asia,Asia,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.1,21.0,2.1
2416,2020-10-30,ENTERO,RETAIL,C20-35,0.0,0.0,,Estados unidos,Camanchaca,44,,10,2020,America,America,America,America,,ENTERORETAIL,,,,,
2417,2020-10-29,ENTERO,RETAIL,C20-35,16.15482421875,3.041723701438836,,Estados unidos,Camanchaca,44,,10,2020,America,America,America,America,,ENTERORETAIL,,,,,
2418,2020-10-29,ENTERO,SIN SALSA,C20-35,17.962560546875,1.9828320483436088,,Estados unidos,Camanchaca,44,,10,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.9828320483436088,35.61674072265625,1.9828320483436088
2419,2020-10-28,ENTERO,SIN SALSA,C20-35,0.0,0.0,,Mexico,Camanchaca,44,,10,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,0.0,0.0,0.0
2420,2020-10-26,ENTERO,RETAIL,C20-35,14.288400390625,2.765009204226385,,Estados unidos,Camanchaca,44,,10,2020,America,America,America,America,,ENTERORETAIL,,,,,
2421,2020-10-26,ENTERO,SIN SALSA,C20-35,18.105,1.7423225628279482,,Mexico,Camanchaca,44,,10,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.7423225628279482,31.544750000000004,1.7423225628279482
2422,2020-10-21,CARNE,GRANEL,C200-300,3.3100002441406,2.879979666259074,,Dinamarca,Camanchaca,43,,10,2020,Europa,Otros europa,Otros europa,Otros europa,CARNE GRANEL,CARNEGRANEL,0.0,0.0,2.879979666259074,9.532733398437498,2.879979666259074
2423,2020-10-21,CARNE,GRANEL,C300-500,14.37,2.879979993041058,,Dinamarca,Camanchaca,43,,10,2020,Europa,Otros europa,Otros europa,Otros europa,CARNE GRANEL,CARNEGRANEL,0.0,0.0,2.879979993041058,41.3853125,2.879979993041058
2424,2020-10-21,CARNE,GRANEL,C500-UP,6.32,2.480690485314478,,Dinamarca,Camanchaca,43,,10,2020,Europa,Otros europa,Otros europa,Otros europa,CARNE GRANEL,CARNEGRANEL,0.0,0.0,2.480690485314478,15.677963867187502,2.480690485314478
2425,2020-10-21,CARNE,GRANEL,C200-300,24.0,3.0265416666666667,,Federacion rusa,Camanchaca,43,,10,2020,Uee,Rusia,Uee,Rusia,CARNE GRANEL,CARNEGRANEL,0.0,0.0,3.0265416666666667,72.637,3.0265416666666667
2426,2020-10-21,ENTERO,RETAIL,C20-35,17.19987890625,3.053469671502502,,Estados unidos,Camanchaca,43,,10,2020,America,America,America,America,,ENTERORETAIL,,,,,
2427,2020-09-24,CARNE,GRANEL,C300-500,71.03,2.772120384872589,,Federacion rusa,Camanchaca,39,,9,2020,Uee,Rusia,Uee,Rusia,CARNE GRANEL,CARNEGRANEL,0.0,0.0,2.772120384872589,196.9037109375,2.772120384872589
2428,2020-09-17,CARNE,GRANEL,C200-300,24.0,3.0715234375,,Federacion rusa,Camanchaca,38,,9,2020,Uee,Rusia,Uee,Rusia,CARNE GRANEL,CARNEGRANEL,0.0,0.0,3.0715234375,73.7165625,3.0715234375
2429,2020-09-17,CARNE,GRANEL,C300-500,72.0,2.7737738715277778,,Federacion rusa,Camanchaca,38,,9,2020,Uee,Rusia,Uee,Rusia,CARNE GRANEL,CARNEGRANEL,0.0,0.0,2.7737738715277778,199.71171875,2.7737738715277778
2430,2020-09-13,ENTERO,SIN SALSA,C20-35,0.8663762207030999,1.7355525735366133,,Estados unidos,Camanchaca,37,,9,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.7355525735366133,1.50364147949219,1.7355525735366133
2431,2020-08-23,ENTERO,SIN SALSA,C20-35,11.6,1.5805172413793103,,Mexico,Camanchaca,34,,8,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.5805172413793103,18.334,1.5805172413793103
2432,2020-06-01,ENTERO,SIN SALSA,C20-35,3.0,1.6900022786458333,,Costa rica,Camanchaca,23,,6,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.6900022786458333,5.0700068359375,1.6900022786458333
2433,2020-12-11,ENTERO,SIN SALSA,C20-35,19.8,2.1,,Reino unido,Camanchaca,50,,12,2020,Europa,Otros europa,Otros europa,Otros europa,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.1,41.580000000000005,2.1
2434,2020-12-09,CARNE,RETAIL,C100-200,11.47,3.65,,Australia,Camanchaca,50,,12,2020,Asia,Asia,Asia,Asia,CARNE RETAIL,CARNERETAIL,0.0,0.0,3.65,41.865500000000004,3.65
2435,2020-12-09,CARNE,GRANEL,C200-300,5.0,3.23,,Estonia,Camanchaca,50,,12,2020,Uee,Otros uee,Uee,Otros uee,CARNE GRANEL,CARNEGRANEL,0.0,0.0,3.23,16.15,3.23
2436,2020-12-09,CARNE,GRANEL,C300-500,15.0000009765625,3.029999802734388,,Estonia,Camanchaca,50,,12,2020,Uee,Otros uee,Uee,Otros uee,CARNE GRANEL,CARNEGRANEL,0.0,0.0,3.029999802734388,45.45,3.029999802734388
2437,2020-12-09,CARNE,GRANEL,C500-UP,4.0,2.7,,Estonia,Camanchaca,50,,12,2020,Uee,Otros uee,Uee,Otros uee,CARNE GRANEL,CARNEGRANEL,0.0,0.0,2.7,10.8,2.7
2438,2020-12-09,CARNE,GRANEL,C200-300,27.0000009765625,3.1999998842592636,,Federacion rusa,Camanchaca,50,,12,2020,Uee,Rusia,Uee,Rusia,CARNE GRANEL,CARNEGRANEL,0.0,0.0,3.1999998842592636,86.4,3.1999998842592636
2439,2020-12-09,CARNE,GRANEL,C300-500,54.72,3.0219298245614037,,Federacion rusa,Camanchaca,50,,12,2020,Uee,Rusia,Uee,Rusia,CARNE GRANEL,CARNEGRANEL,0.0,0.0,3.0219298245614037,165.36,3.0219298245614037
2440,2020-12-09,ENTERO,RETAIL,C20-35,15.84,2.65,,Alemania,Camanchaca,50,,12,2020,Europa,Otros europa,Otros europa,Otros europa,,ENTERORETAIL,,,,,
2441,2020-12-09,ENTERO,RETAIL,C20-35,17.303296875,3.2407979061071273,,Estados unidos,Camanchaca,50,,12,2020,America,America,America,America,,ENTERORETAIL,,,,,
2442,2020-12-09,ENTERO,RETAIL,C20-35,13.4504998779296,3.3590498363706223,,Federacion rusa,Camanchaca,50,,12,2020,Uee,Rusia,Uee,Rusia,,ENTERORETAIL,,,,,
2443,2020-12-09,ENTERO,RETAIL,C20-35,6.2325,3.2,,Hong kong,Camanchaca,50,,12,2020,Asia,Asia,Asia,Asia,,ENTERORETAIL,,,,,
2444,2020-12-09,ENTERO,SIN SALSA,C40-60,8.0,2.1,,Australia,Camanchaca,50,,12,2020,Asia,Asia,Asia,Asia,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.1,16.8,2.1
2445,2020-12-09,ENTERO,SIN SALSA,C20-35,2.9205,2.05000163847158,,Federacion rusa,Camanchaca,50,,12,2020,Uee,Rusia,Uee,Rusia,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.05000163847158,5.98702978515625,2.05000163847158
2446,2020-12-09,ENTERO,SIN SALSA,C40-60,7.0,2.02,,Federacion rusa,Camanchaca,50,,12,2020,Uee,Rusia,Uee,Rusia,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.02,14.14,2.02
2447,2020-12-09,ENTERO,SIN SALSA,C60-80,16.485,1.95,,Federacion rusa,Camanchaca,50,,12,2020,Uee,Rusia,Uee,Rusia,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.95,32.14575,1.95
2448,2020-12-09,ENTERO,SIN SALSA,C40-60,10.16,2.1,,Hong kong,Camanchaca,50,,12,2020,Asia,Asia,Asia,Asia,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.1,21.336000000000002,2.1
2449,2020-12-07,ENTERO,RETAIL,C20-35,29.6881191711425,3.2751051309539543,,Estados unidos,Camanchaca,50,,12,2020,America,America,America,America,,ENTERORETAIL,,,,,
2450,2020-12-07,ENTERO,RETAIL,C20-35,31.751419921875,2.691158312494268,,Estados unidos,Camanchaca,50,,12,2020,America,America,America,America,,ENTERORETAIL,,,,,
2451,2020-11-30,ENTERO,RETAIL,C20-35,44.5435205078125,2.8720057291231047,,Estados unidos,Camanchaca,49,,11,2020,America,America,America,America,,ENTERORETAIL,,,,,
2452,2020-11-30,ENTERO,SIN SALSA,C20-35,17.96255859375,1.8582446342924681,,Estados unidos,Camanchaca,49,,11,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.8582446342924681,33.378828125,1.8582446342924681
2453,2020-11-27,ENTERO,RETAIL,C20-35,0.0,0.0,,Estados unidos,Camanchaca,48,,11,2020,America,America,America,America,,ENTERORETAIL,,,,,
2454,2020-11-26,ENTERO,RETAIL,C20-35,15.8355,2.3885622888446845,,Alemania,Camanchaca,48,,11,2020,Europa,Otros europa,Otros europa,Otros europa,,ENTERORETAIL,,,,,
2455,2020-11-26,ENTERO,SIN SALSA,C20-35,17.9625590820312,1.9828321828599644,,Estados unidos,Camanchaca,48,,11,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.9828321828599644,35.616740234375,1.9828321828599644
2456,2020-11-24,ENTERO,SIN SALSA,C20-35,6.0,1.9184466145833352,,Mexico,Camanchaca,48,,11,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.9184466145833352,11.510679687500012,1.9184466145833352
2457,2020-11-23,CARNE,GRANEL,C200-300,18.45,3.0644222137533874,,Estados unidos,Camanchaca,48,,11,2020,America,America,America,America,CARNE GRANEL,CARNEGRANEL,0.0,0.0,3.0644222137533874,56.538589843749996,3.0644222137533874
2458,2020-11-23,ENTERO,RETAIL,C20-35,28.57680078125,2.778376690773397,,Estados unidos,Camanchaca,48,,11,2020,America,America,America,America,,ENTERORETAIL,,,,,
2459,2020-11-23,ENTERO,RETAIL,C20-35,15.7847001953125,2.054728257739196,,Estados unidos,Camanchaca,48,,11,2020,America,America,America,America,,ENTERORETAIL,,,,,
2460,2020-11-23,ENTERO,SIN SALSA,C20-35,18.670470703125,1.7114892846020533,,Estados unidos,Camanchaca,48,,11,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.7114892846020533,31.954310546875003,1.7114892846020533
2461,2020-11-18,CARNE,GRANEL,C300-500,24.0,2.8799801432291665,,Dinamarca,Camanchaca,47,,11,2020,Europa,Otros europa,Otros europa,Otros europa,CARNE GRANEL,CARNEGRANEL,0.0,0.0,2.8799801432291665,69.11952343749999,2.8799801432291665
2462,2020-11-18,ENTERO,RETAIL,C20-35,17.265197265625,3.055720045553165,,Estados unidos,Camanchaca,47,,11,2020,America,America,America,America,,ENTERORETAIL,,,,,
2463,2020-11-17,ENTERO,RETAIL,C20-35,15.9667197265625,2.6874669302683483,,Estados unidos,Camanchaca,47,,11,2020,America,America,America,America,,ENTERORETAIL,,,,,
2464,2020-11-17,ENTERO,SIN SALSA,C60-80,0.0,0.0,,Dinamarca,Camanchaca,47,,11,2020,Europa,Otros europa,Otros europa,Otros europa,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,0.0,0.0,0.0
2465,2020-11-17,ENTERO,SIN SALSA,C20-35,18.670470703125,1.7528380011007103,,Estados unidos,Camanchaca,47,,11,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.7528380011007103,32.726310546875,1.7528380011007103
2466,2020-11-17,ENTERO,SIN SALSA,C20-35,19.2,1.8355094401041667,,Mexico,Camanchaca,47,,11,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.8355094401041667,35.24178125,1.8355094401041667
2467,2020-11-16,ENTERO,SIN SALSA,C50-70,15.95,2.121692789968652,,Japon,Camanchaca,47,,11,2020,Asia,Asia,Asia,Asia,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.121692789968652,33.841,2.121692789968652
2468,2020-11-13,ENTERO,RETAIL,C20-35,17.23798046875,3.07922209383667,,Estados unidos,Camanchaca,46,,11,2020,America,America,America,America,,ENTERORETAIL,,,,,
2469,2020-11-13,ENTERO,RETAIL,C20-35,4.5722880859375,-0.14110221425652966,,Estados unidos,Camanchaca,46,,11,2020,America,America,America,America,,ENTERORETAIL,,,,,
2470,2020-11-11,CARNE,GRANEL,C200-300,12.0,3.070856770833333,,Federacion rusa,Camanchaca,46,,11,2020,Uee,Rusia,Uee,Rusia,CARNE GRANEL,CARNEGRANEL,0.0,0.0,3.070856770833333,36.850281249999995,3.070856770833333
2471,2020-11-11,CARNE,GRANEL,C300-500,12.0,2.9211233723958334,,Federacion rusa,Camanchaca,46,,11,2020,Uee,Rusia,Uee,Rusia,CARNE GRANEL,CARNEGRANEL,0.0,0.0,2.9211233723958334,35.05348046875,2.9211233723958334
2472,2020-11-11,ENTERO,RETAIL,C20-35,15.9667197265625,3.0668157968469694,,Estados unidos,Camanchaca,46,,11,2020,America,America,America,America,,ENTERORETAIL,,,,,
2473,2020-11-08,ENTERO,RETAIL,C20-35,15.7847001953125,2.06651182015714,,Estados unidos,Camanchaca,45,,11,2020,America,America,America,America,,ENTERORETAIL,,,,,
2474,2020-11-08,ENTERO,SIN SALSA,C20-35,18.670470703125,1.6233886209642754,,Estados unidos,Camanchaca,45,,11,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.6233886209642754,30.3094296875,1.6233886209642754
2475,2020-11-06,ENTERO,RETAIL,C44-77,15.95,2.447680250783699,,Federacion rusa,Camanchaca,45,,11,2020,Uee,Rusia,Uee,Rusia,,ENTERORETAIL,,,,,
2476,2020-11-04,ENTERO,SIN SALSA,C50-70,15.95,2.121692789968652,,Japon,Camanchaca,45,,11,2020,Asia,Asia,Asia,Asia,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.121692789968652,33.841,2.121692789968652
2477,2020-11-04,ENTERO,SIN SALSA,C20-35,17.9625625,1.904900296101962,,Singapur,Camanchaca,45,,11,2020,Asia,Asia,Asia,Asia,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.904900296101962,34.216890625000005,1.904900296101962
2478,2020-11-01,ENTERO,RETAIL,C20-35,14.2883994140625,2.765009393205166,,Estados unidos,Camanchaca,44,,11,2020,America,America,America,America,,ENTERORETAIL,,,,,
2479,2020-11-01,ENTERO,RETAIL,C20-35,5.85,2.9738802083333336,,Hong kong,Camanchaca,44,,11,2020,Asia,Asia,Asia,Asia,,ENTERORETAIL,,,,,
2480,2020-11-01,ENTERO,SIN SALSA,C40-60,10.0,1.873880078125,,Hong kong,Camanchaca,44,,11,2020,Asia,Asia,Asia,Asia,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.873880078125,18.73880078125,1.873880078125
2481,2020-08-27,CARNE,RETAIL,C100-200,4.0,3.324501708984375,,Australia,Camanchaca,35,,8,2020,Asia,Asia,Asia,Asia,CARNE RETAIL,CARNERETAIL,0.0,0.0,3.324501708984375,13.2980068359375,3.324501708984375
2482,2020-08-27,ENTERO,SIN SALSA,C40-60,8.155,1.7767178159488044,,Australia,Camanchaca,35,,8,2020,Asia,Asia,Asia,Asia,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.7767178159488044,14.4891337890625,1.7767178159488044
2483,2020-12-24,CARNE,GRANEL,C200-300,24.0,3.2,,Federacion rusa,Camanchaca,52,,12,2020,Uee,Rusia,Uee,Rusia,CARNE GRANEL,CARNEGRANEL,0.0,0.0,3.2,76.80000000000001,3.2
2484,2020-12-24,CARNE,GRANEL,C500-UP,24.0,2.75,,Federacion rusa,Camanchaca,52,,12,2020,Uee,Rusia,Uee,Rusia,CARNE GRANEL,CARNEGRANEL,0.0,0.0,2.75,66.0,2.75
2485,2020-12-24,CARNE,GRANEL,C500-UP,24.0,2.7,,Francia,Camanchaca,52,,12,2020,Europa,Francia,Francia,Francia,CARNE GRANEL,CARNEGRANEL,0.0,0.0,2.7,64.80000000000001,2.7
2486,2020-12-24,ENTERO,SIN SALSA,C20-35,22.2,2.0,,Mexico,Camanchaca,52,,12,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.0,44.4,2.0
2487,2020-12-23,CARNE,GRANEL,C300-500,48.0,3.1,,Alemania,Camanchaca,52,,12,2020,Europa,Otros europa,Otros europa,Otros europa,CARNE GRANEL,CARNEGRANEL,0.0,0.0,3.1,148.8,3.1
2488,2020-12-23,CARNE,GRANEL,C200-300,36.0,3.2333333333333334,,Federacion rusa,Camanchaca,52,,12,2020,Uee,Rusia,Uee,Rusia,CARNE GRANEL,CARNEGRANEL,0.0,0.0,3.2333333333333334,116.4,3.2333333333333334
2489,2020-12-23,CARNE,GRANEL,C300-500,60.0,3.02,,Federacion rusa,Camanchaca,52,,12,2020,Uee,Rusia,Uee,Rusia,CARNE GRANEL,CARNEGRANEL,0.0,0.0,3.02,181.2,3.02
2490,2020-12-23,ENTERO,RETAIL,C20-35,14.2824326171875,3.2407980985710223,,Estados unidos,Camanchaca,52,,12,2020,America,America,America,America,,ENTERORETAIL,,,,,
2491,2020-12-23,ENTERO,SIN SALSA,C20-35,35.95680078125,2.1274626312107814,,Estados unidos,Camanchaca,52,,12,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.1274626312107814,76.49675,2.1274626312107814
2492,2020-12-23,ENTERO,SIN SALSA,C20-35,17.82,2.05,,Federacion rusa,Camanchaca,52,,12,2020,Uee,Rusia,Uee,Rusia,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.05,36.531,2.05
2493,2020-12-23,ENTERO,SIN SALSA,C20-35,19.2,1.8,,Mexico,Camanchaca,52,,12,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.8,34.56,1.8
2494,2020-12-22,ENTERO,RETAIL,C20-35,15.790015625,3.2200000791639494,,Japon,Camanchaca,52,,12,2020,Asia,Asia,Asia,Asia,,ENTERORETAIL,,,,,
2495,2020-12-21,ENTERO,RETAIL,C20-35,30.277912109375,3.275698411286435,,Estados unidos,Camanchaca,52,,12,2020,America,America,America,America,,ENTERORETAIL,,,,,
2496,2020-12-21,ENTERO,RETAIL,C20-35,15.9751748046875,2.9541966939793487,,Estados unidos,Camanchaca,52,,12,2020,America,America,America,America,,ENTERORETAIL,,,,,
2497,2020-12-18,ENTERO,RETAIL,C20-35,17.363171875,3.240797917287218,,Estados unidos,Camanchaca,51,,12,2020,America,America,America,America,,ENTERORETAIL,,,,,
2498,2020-12-18,ENTERO,RETAIL,C20-35,15.9667197265625,2.9541965370964176,,Estados unidos,Camanchaca,51,,12,2020,America,America,America,America,,ENTERORETAIL,,,,,
2499,2020-12-18,ENTERO,SIN SALSA,C20-35,18.67034765625,2.006208457637434,,Estados unidos,Camanchaca,51,,12,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.006208457637434,37.456609375,2.006208457637434
2500,2020-12-14,ENTERO,RETAIL,C20-35,15.7847001953125,3.219999736443759,,Japon,Camanchaca,51,,12,2020,Asia,Asia,Asia,Asia,,ENTERORETAIL,,,,,
2501,2020-12-14,ENTERO,SIN SALSA,C50-70,15.915,2.121080741438894,,Japon,Camanchaca,51,,12,2020,Asia,Asia,Asia,Asia,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,2.121080741438894,33.757,2.121080741438894
2502,2020-12-13,ENTERO,RETAIL,C20-35,28.57680078125,2.778376690773397,,Estados unidos,Camanchaca,50,,12,2020,America,America,America,America,,ENTERORETAIL,,,,,
2503,2020-12-13,ENTERO,RETAIL,C20-35,15.9667197265625,2.6874669302683483,,Estados unidos,Camanchaca,50,,12,2020,America,America,America,America,,ENTERORETAIL,,,,,
2504,2020-12-13,ENTERO,SIN SALSA,C20-35,36.62849609375,1.7636751824564527,,Estados unidos,Camanchaca,50,,12,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.7636751824564527,64.60076953125,1.7636751824564527
2505,2020-12-11,ENTERO,SIN SALSA,C20-35,19.8,1.9229358033459596,,Reino unido,Camanchaca,50,,12,2020,Europa,Otros europa,Otros europa,Otros europa,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.9229358033459596,38.07412890625,1.9229358033459596
2506,2020-12-09,CARNE,RETAIL,C100-200,11.47,3.4081077675457716,,Australia,Camanchaca,50,,12,2020,Asia,Asia,Asia,Asia,CARNE RETAIL,CARNERETAIL,0.0,0.0,3.4081077675457716,39.09099609375,3.4081077675457716
2507,2020-12-09,CARNE,GRANEL,C200-300,5.0,3.0813005859375,,Estonia,Camanchaca,50,,12,2020,Uee,Otros uee,Uee,Otros uee,CARNE GRANEL,CARNEGRANEL,0.0,0.0,3.0813005859375,15.4065029296875,3.0813005859375
