,FECHA,PRODUCTO,EMPAQUE,CALIBRE,CANTIDAD,PRECIO CFR,TIPO VENTA,PAIS,EMPRESA,SEMANA,MONTO CFR,MES,AÑO,MERCADO,Mercados 2,Mercados Carne,Mercados Entero,PRODUCTO EQUIVALENTE,PRODUCTO_EMPAQUE,ALFA,BETA,PRECIO EQUIV.,P*Q,ANTIGIO
0,2020-01-06,CARNE,GRANEL,C200-300,20957.88193201071,1.6024404354800683,SPOT,Bielorrusia,Data Mussel,2,,1,2020,Uee,Otros uee,Uee,Otros uee,CARNE GRANEL,CARNEGRANEL,0.0,0.0,1.6024404354800683,33583.7574498711,1.6024404354800683
1,2020-01-06,ENTERO,SIN SALSA,C40-60,16270.442059097195,1.1106569914879094,PROGRAMA,Usa,Data Mussel,2,,1,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.1106569914879094,18070.880227535235,1.1106569914879094
2,2020-01-06,ENTERO,SIN SALSA,E23-32,14402.065937478379,1.1603879015545324,SPOT,Usa,Data Mussel,2,,1,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.1603879015545324,16711.983071240546,1.1603879015545324
3,2020-01-06,ENTERO,SIN SALSA,E23-29,15440.052671711053,1.0885543647916327,PROGRAMA,Usa,Data Mussel,2,,1,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.0885543647916327,16807.336728403778,1.0885543647916327
4,2020-01-07,CARNE,RETAIL COMPENSADO,C200-300,3892.450253372535,2.707571770293909,PROGRAMA,Usa,Data Mussel,2,,1,2020,America,America,America,America,CARNE RETAIL,CARNERETAIL COMPENSADO,0.0,0.1,2.436814593264518,9485.179580974363,3.008413078104343
5,2020-01-07,CARNE,RETAIL COMPENSADO,C200-300,2162.4723629847417,1.86767195583539,PROGRAMA,Usa,Data Mussel,2,,1,2020,America,America,America,America,CARNE RETAIL,CARNERETAIL COMPENSADO,0.0,0.1,1.680904760251851,3634.910088854121,2.0751910620393224
6,2020-01-07,ENTERO,SIN SALSA,E23-29,3416.7063335158914,0.9504129479399026,PROGRAMA,Usa,Data Mussel,2,,1,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,0.9504129479399026,3247.2819386817746,0.9504129479399026
7,2020-01-07,ENTERO,SIN SALSA,E23-29,5073.160163562204,0.9504129479399026,PROGRAMA,Usa,Data Mussel,2,,1,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,0.9504129479399026,4821.597106422432,0.9504129479399026
8,2020-01-08,ENTERO,CON SALSA,E23-32,14729.031758761672,1.536132555391238,SPOT,Usa,Data Mussel,2,,1,2020,America,America,America,America,ENTERO CON SALSA,ENTEROCON SALSA,0.0,0.0,1.536132555391238,22625.745194025265,1.536132555391238
9,2020-01-08,CARNE,GRANEL,C300-500,4763.1549845478885,1.4919273019986845,SPOT,Russia,Data Mussel,2,,1,2020,Uee,Rusia,Uee,Rusia,CARNE GRANEL,CARNEGRANEL,0.0,0.0,1.4919273019986845,7106.280965098117,1.4919273019986845
10,2020-01-08,ENTERO,SIN SALSA,E20-30,19052.619938191554,1.4753503319764767,SPOT,Japan,Data Mussel,2,,1,2020,Asia,Asia,Asia,Asia,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.4753503319764767,28109.28915083255,1.4753503319764767
11,2020-01-08,CARNE,GRANEL,C200-300,20957.88193201071,1.4864016453246152,SPOT,España,Data Mussel,2,,1,2020,Europa,España,España,Otros europa,CARNE GRANEL,CARNEGRANEL,0.0,0.0,1.4864016453246152,31151.830186259744,1.4864016453246152
12,2020-01-08,CARNE,GRANEL,C100-200,4763.1549845478885,1.7129535689614526,SPOT,Russia,Data Mussel,2,,1,2020,Uee,Rusia,Uee,Rusia,CARNE GRANEL,CARNEGRANEL,0.0,0.0,1.7129535689614526,8159.063330297838,1.7129535689614526
13,2020-01-08,CARNE,RETAIL COMPENSADO,C200-300,19052.619938191554,1.889774582531667,SPOT,Australia,Data Mussel,2,,1,2020,Asia,Asia,Asia,Asia,CARNE RETAIL,CARNERETAIL COMPENSADO,0.0,0.1,1.7007971242785003,32404.64120084741,2.099749536146297
14,2020-01-08,CARNE,GRANEL,C200-300,32389.453894925642,1.6134917488282068,SPOT,Russia,Data Mussel,2,,1,2020,Uee,Rusia,Uee,Rusia,CARNE GRANEL,CARNEGRANEL,0.0,0.0,1.6134917488282068,52260.116608514145,1.6134917488282068
15,2020-01-09,CARNE,RETAIL COMPENSADO,C200-300,3892.450253372535,2.707571770293909,PROGRAMA,Usa,Data Mussel,2,,1,2020,America,America,America,America,CARNE RETAIL,CARNERETAIL COMPENSADO,0.0,0.1,2.436814593264518,9485.179580974363,3.008413078104343
16,2020-01-09,CARNE,RETAIL COMPENSADO,C200-300,2594.96683558169,1.86767195583539,PROGRAMA,Usa,Data Mussel,2,,1,2020,America,America,America,America,CARNE RETAIL,CARNERETAIL COMPENSADO,0.0,0.1,1.680904760251851,4361.892106624945,2.0751910620393224
17,2020-01-09,ENTERO,SIN SALSA,E23-29,3416.7063335158914,0.9504129479399026,PROGRAMA,Usa,Data Mussel,2,,1,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,0.9504129479399026,3247.2819386817746,0.9504129479399026
18,2020-01-09,ENTERO,SIN SALSA,E23-29,4627.690856787347,1.0885543647916327,PROGRAMA,Usa,Data Mussel,2,,1,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.0885543647916327,5037.493081062197,1.0885543647916327
19,2020-01-09,ENTERO,SIN SALSA,E50-80,9526.309969095777,0.933835977917695,SPOT,Inglaterra,Data Mussel,2,,1,2020,Europa,Otros europa,Otros europa,Otros europa,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,0.933835977917695,8896.010985937643,0.933835977917695
20,2020-01-09,ENTERO,CON SALSA,E23-32,13558.701715914329,1.536132555391238,SPOT,Usa,Data Mussel,2,,1,2020,America,America,America,America,ENTERO CON SALSA,ENTEROCON SALSA,0.0,0.0,1.536132555391238,20827.963114655042,1.536132555391238
21,2020-01-09,ENTERO,SIN SALSA,C18-27,16270.442059097195,1.1106569914879094,PROGRAMA,Usa,Data Mussel,2,,1,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.1106569914879094,18070.880227535235,1.1106569914879094
22,2020-01-10,ENTERO,SIN SALSA,E50-70,4763.1549845478885,1.2266957816433628,PROGRAMA,China,Data Mussel,2,,1,2020,Asia,Asia,Asia,Asia,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.2266957816433628,5842.942126858452,1.2266957816433628
23,2020-01-10,ENTERO,SIN SALSA,E50-70,14289.464953643666,1.1714392149026707,PROGRAMA,China,Data Mussel,2,,1,2020,Asia,Asia,Asia,Asia,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.1714392149026707,16739.239606675565,1.1714392149026707
24,2020-01-10,CARNE,GRANEL,C300-500,21910.51292892029,1.5416582120653073,SPOT,France,Data Mussel,2,,1,2020,Europa,Francia,Francia,Francia,CARNE GRANEL,CARNEGRANEL,0.0,0.0,1.5416582120653073,33778.52218743305,1.5416582120653073
25,2020-01-10,CARNE,GRANEL,C200-300,23815.774922739445,1.784787105724352,SPOT,Usa,Data Mussel,2,,1,2020,America,America,America,America,CARNE GRANEL,CARNEGRANEL,0.0,0.0,1.784787105724352,42506.08799493874,1.784787105724352
26,2020-01-10,CARNE,GRANEL,C300-500,21910.51292892029,1.4366707352579924,PROGRAMA,France,Data Mussel,2,,1,2020,Europa,Francia,Francia,Francia,CARNE GRANEL,CARNEGRANEL,0.0,0.0,1.4366707352579924,31478.19271947166,1.4366707352579924
27,2020-01-10,CARNE,RETAIL COMPENSADO,C200-300,19052.619938191554,1.889774582531667,SPOT,Australia,Data Mussel,2,,1,2020,Asia,Asia,Asia,Asia,CARNE RETAIL,CARNERETAIL COMPENSADO,0.0,0.1,1.7007971242785003,32404.64120084741,2.099749536146297
28,2020-01-13,ENTERO,SIN SALSA,E20-30,19052.619938191554,1.5140299286949612,CONTRATO,Japan,Data Mussel,3,,1,2020,Asia,Asia,Asia,Asia,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.5140299286949612,28846.236806472356,1.5140299286949612
29,2020-01-14,MEDIA CONCHA,GRANEL,C40-60,4758.391829563341,2.2047370129536117,CONTRATO,Russia,Data Mussel,3,,1,2020,Uee,Rusia,Uee,Rusia,,MEDIA CONCHAGRANEL,,,,,
30,2020-01-14,MEDIA CONCHA,GRANEL,C60-80,21905.749773935742,2.0444929694056047,CONTRATO,España,Data Mussel,3,,1,2020,Europa,España,España,Otros europa,,MEDIA CONCHAGRANEL,,,,,
31,2020-01-14,ENTERO,SIN SALSA,C18-27,16270.442059097195,1.1106569914879094,CONTRATO,Usa,Data Mussel,3,,1,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.1106569914879094,18070.880227535235,1.1106569914879094
32,2020-01-14,MEDIA CONCHA,GRANEL,C60-80,1903.3567318253363,2.0942238794722274,CONTRATO,Russia,Data Mussel,3,,1,2020,Uee,Rusia,Uee,Rusia,,MEDIA CONCHAGRANEL,,,,,
33,2020-01-14,ENTERO,SIN SALSA,E60-80,16194.726947462821,0.9117333512214182,CONTRATO,France,Data Mussel,3,,1,2020,Europa,Francia,Francia,Francia,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,0.9117333512214182,14765.272671926086,0.9117333512214182
34,2020-01-14,CARNE,RETAIL COMPENSADO,C300-500,2857.8929907287334,1.9063515525538746,CONTRATO,France,Data Mussel,3,,1,2020,Europa,Francia,Francia,Francia,CARNE RETAIL,CARNERETAIL COMPENSADO,0.0,0.1,1.7157163972984872,4903.333865917702,2.118168391726527
35,2020-01-14,CARNE,RETAIL COMPENSADO,C200-300,3892.450253372535,2.707571770293909,CONTRATO,Usa,Data Mussel,3,,1,2020,America,America,America,America,CARNE RETAIL,CARNERETAIL COMPENSADO,0.0,0.1,2.436814593264518,9485.179580974363,3.008413078104343
36,2020-01-14,CARNE,GRANEL,C300-500,15242.095950553245,1.5416582120653073,CONTRATO,Russia,Data Mussel,3,,1,2020,Uee,Rusia,Uee,Rusia,CARNE GRANEL,CARNEGRANEL,0.0,0.0,1.5416582120653073,23498.102391257777,1.5416582120653073
37,2020-01-14,ENTERO,SIN SALSA,E23-29,10120.37065876859,1.0885543647916327,CONTRATO,Usa,Data Mussel,3,,1,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.0885543647916327,11016.57365391172,1.0885543647916327
38,2020-01-15,CARNE,GRANEL,C300-500,43821.02585784058,1.5140299286949612,CONTRATO,Russia,Data Mussel,3,,1,2020,Uee,Rusia,Uee,Rusia,CARNE GRANEL,CARNEGRANEL,0.0,0.0,1.5140299286949612,66346.34465488642,1.5140299286949612
39,2020-01-15,CARNE,GRANEL,C300-500,21910.51292892029,1.5416582120653073,SPOT,Russia,Data Mussel,3,,1,2020,Uee,Rusia,Uee,Rusia,CARNE GRANEL,CARNEGRANEL,0.0,0.0,1.5416582120653073,33778.52218743305,1.5416582120653073
40,2020-01-15,ENTERO,SIN SALSA,E40-60,17004.46329483596,1.044349111399079,CONTRATO,Russia,Data Mussel,3,,1,2020,Uee,Rusia,Uee,Rusia,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.044349111399079,17758.596131780192,1.044349111399079
41,2020-01-15,ENTERO,SIN SALSA,E60-80,1905.2619938191556,0.989092544658387,CONTRATO,Russia,Data Mussel,3,,1,2020,Uee,Rusia,Uee,Rusia,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,0.989092544658387,1884.4804337075007,0.989092544658387
42,2020-01-15,ENTERO,CON SALSA CON ESTUCHE,E50-70,47.57439198566431,1.6521713455466913,CONTRATO,Russia,Data Mussel,3,,1,2020,Uee,Rusia,Uee,Rusia,ENTERO CON SALSA,ENTEROCON SALSA CON ESTUCHE,0.3,0.0,1.3521713455466913,64.32872962482143,1.3521713455466913
43,2020-01-16,ENTERO,SIN SALSA,C18-27,16270.442059097195,1.1106569914879094,CONTRATO,Usa,Data Mussel,3,,1,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.1106569914879094,18070.880227535235,1.1106569914879094
44,2020-01-16,ENTERO,SIN SALSA,E23-29,4108.697489671009,1.0885543647916327,CONTRATO,Usa,Data Mussel,3,,1,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.0885543647916327,4472.540585989801,1.0885543647916327
45,2020-01-16,MEDIA CONCHA,RETAIL COMPENSADO,C35-45,2594.96683558169,2.442340249938587,CONTRATO,Usa,Data Mussel,3,,1,2020,America,America,America,America,,MEDIA CONCHARETAIL COMPENSADO,,,,,
46,2020-01-16,ENTERO,SIN SALSA,E60-80,17147.3579443724,0.9117333512214182,CONTRATO,France,Data Mussel,3,,1,2020,Europa,Francia,Francia,Francia,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,0.9117333512214182,15633.818123215859,0.9117333512214182
47,2020-01-16,CARNE,RETAIL COMPENSADO,C200-300,2594.96683558169,1.86767195583539,CONTRATO,Usa,Data Mussel,3,,1,2020,America,America,America,America,CARNE RETAIL,CARNERETAIL COMPENSADO,0.0,0.1,1.680904760251851,4361.892106624945,2.0751910620393224
48,2020-01-16,CARNE,GRANEL,C200-300,21910.51292892029,1.5969147788059992,CONTRATO,Russia,Data Mussel,3,,1,2020,Uee,Rusia,Uee,Rusia,CARNE GRANEL,CARNEGRANEL,0.0,0.0,1.5969147788059992,34989.22190741273,1.5969147788059992
49,2020-01-16,CARNE,RETAIL COMPENSADO,C200-300,951.6783659126681,2.0444929694056047,CONTRATO,France,Data Mussel,3,,1,2020,Europa,Francia,Francia,Francia,CARNE RETAIL,CARNERETAIL COMPENSADO,0.0,0.1,1.8400436724650442,1751.129755419478,2.2716588548951164
50,2020-01-16,CARNE,RETAIL COMPENSADO,C200-300,952.6309969095778,2.0168646860352584,CONTRATO,France,Data Mussel,3,,1,2020,Europa,Francia,Francia,Francia,CARNE RETAIL,CARNERETAIL COMPENSADO,0.0,0.1,1.8151782174317326,1729.1950348405417,2.2409607622613983
51,2020-01-16,CARNE,RETAIL COMPENSADO,C200-300,3892.450253372535,2.707571770293909,CONTRATO,Usa,Data Mussel,3,,1,2020,America,America,America,America,CARNE RETAIL,CARNERETAIL COMPENSADO,0.0,0.1,2.436814593264518,9485.179580974363,3.008413078104343
52,2020-01-16,ENTERO,SIN SALSA,E23-29,1297.483417790845,0.9504129479399026,CONTRATO,Usa,Data Mussel,3,,1,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,0.9504129479399026,1233.1450400057372,0.9504129479399026
53,2020-01-17,CARNE,RETAIL NO COMPENSADO,C200-300,20957.88193201071,1.8068897324206288,CONTRATO,Thailand,Data Mussel,3,,1,2020,Asia,Asia,Asia,Asia,CARNE RETAIL,CARNERETAIL NO COMPENSADO,0.0,0.0,1.8068897324206288,37868.58167623396,1.8068897324206288
54,2020-01-17,CARNE,GRANEL,C200-300,20957.88193201071,1.4864016453246152,CONTRATO,España,Data Mussel,3,,1,2020,Europa,España,España,Otros europa,CARNE GRANEL,CARNEGRANEL,0.0,0.0,1.4864016453246152,31151.830186259744,1.4864016453246152
55,2020-01-17,CARNE,GRANEL,C300-500,21910.51292892029,1.4366707352579924,CONTRATO,France,Data Mussel,3,,1,2020,Europa,Francia,Francia,Francia,CARNE GRANEL,CARNEGRANEL,0.0,0.0,1.4366707352579924,31478.19271947166,1.4366707352579924
56,2020-01-17,MEDIA CONCHA,GRANEL,C100-200,21905.749773935742,1.3814141685173005,SPOT,España,Data Mussel,3,,1,2020,Europa,España,España,Otros europa,,MEDIA CONCHAGRANEL,,,,,
57,2020-01-27,ENTERO,CON SALSA CON ESTUCHE,E50-70,9380.805110627809,1.7682101357021445,CONTRATO,Japan,Data Mussel,5,,1,2020,Asia,Asia,Asia,Asia,ENTERO CON SALSA,ENTEROCON SALSA CON ESTUCHE,0.3,0.0,1.4682101357021444,13772.993144470225,1.4682101357021444
58,2020-01-27,ENTERO,CON SALSA CON ESTUCHE,E50-70,3749.7270774155418,1.7682101357021445,CONTRATO,Japan,Data Mussel,5,,1,2020,Asia,Asia,Asia,Asia,ENTERO CON SALSA,ENTEROCON SALSA CON ESTUCHE,0.3,0.0,1.4682101357021444,5505.387301178278,1.4682101357021444
59,2020-01-28,MEDIA CONCHA,GRANEL,C60-80,11574.46661245137,1.6576970022207604,CONTRATO,Argentina,Data Mussel,5,,1,2020,America,America,America,America,,MEDIA CONCHAGRANEL,,,,,
60,2020-01-28,CARNE,GRANEL,C300-500,9526.309969095777,1.5748121521097225,CONTRATO,Argentina,Data Mussel,5,,1,2020,America,America,America,America,CARNE GRANEL,CARNEGRANEL,0.0,0.0,1.5748121521097225,15002.148704096024,1.5748121521097225
61,2020-01-28,ENTERO,RETAIL NO COMPENSADO,E60-80,19052.619938191554,0.933835977917695,CONTRATO,Portugal,Data Mussel,5,,1,2020,Europa,Otros europa,Otros europa,Otros europa,,ENTERORETAIL NO COMPENSADO,,,,,
62,2020-01-28,ENTERO,SIN SALSA,E50-70,11298.203623347592,1.5306068987171688,CONTRATO,Japan,Data Mussel,5,,1,2020,Asia,Asia,Asia,Asia,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.5306068987171688,17293.108409007138,1.5306068987171688
63,2020-01-28,ENTERO,SIN SALSA,E50-70,12708.097498773766,1.5306068987171688,CONTRATO,Japan,Data Mussel,5,,1,2020,Asia,Asia,Asia,Asia,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.5306068987171688,19451.101701193526,1.5306068987171688
64,2020-01-28,ENTERO,CON SALSA CON ESTUCHE,E50-70,4714.189751306737,1.7682101357021445,CONTRATO,Japan,Data Mussel,5,,1,2020,Asia,Asia,Asia,Asia,ENTERO CON SALSA,ENTEROCON SALSA CON ESTUCHE,0.3,0.0,1.4682101357021444,6921.421174491723,1.4682101357021444
65,2020-01-28,ENTERO,SIN SALSA,C18-27,15554.23121247665,1.1106569914879094,CONTRATO,Usa,Data Mussel,5,,1,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.1106569914879094,17275.415643356653,1.1106569914879094
66,2020-01-28,ENTERO,CON SALSA CON ESTUCHE,E50-70,3814.601248305084,1.7682101357021445,CONTRATO,Japan,Data Mussel,5,,1,2020,Asia,Asia,Asia,Asia,ENTERO CON SALSA,ENTEROCON SALSA CON ESTUCHE,0.3,0.0,1.4682101357021444,5600.636216423577,1.4682101357021444
67,2020-01-29,CARNE,GRANEL,C200-300,10955.256464460144,1.6521713455466913,SPOT,Ukraine,Data Mussel,5,,1,2020,Uee,Otros uee,Uee,Otros uee,CARNE GRANEL,CARNEGRANEL,0.0,0.0,1.6521713455466913,18099.960813696205,1.6521713455466913
68,2020-01-29,CARNE,GRANEL,C100-200,10955.256464460144,1.7626844790280753,SPOT,Ukraine,Data Mussel,5,,1,2020,Uee,Otros uee,Uee,Otros uee,CARNE GRANEL,CARNEGRANEL,0.0,0.0,1.7626844790280753,19310.660533675884,1.7626844790280753
69,2020-01-29,CARNE,GRANEL,C200-300,21910.51292892029,1.5969147788059992,SPOT,Ukraine,Data Mussel,5,,1,2020,Uee,Otros uee,Uee,Otros uee,CARNE GRANEL,CARNEGRANEL,0.0,0.0,1.5969147788059992,34989.22190741273,1.5969147788059992
70,2020-01-29,CARNE,RETAIL NO COMPENSADO,C100-200,20957.88193201071,1.862146299161321,CONTRATO,Thailand,Data Mussel,5,,1,2020,Asia,Asia,Asia,Asia,CARNE RETAIL,CARNERETAIL NO COMPENSADO,0.0,0.0,1.862146299161321,39026.64227795366,1.862146299161321
71,2020-01-29,CARNE,RETAIL NO COMPENSADO,C200-300,20957.88193201071,1.8068897324206288,CONTRATO,Thailand,Data Mussel,5,,1,2020,Asia,Asia,Asia,Asia,CARNE RETAIL,CARNERETAIL NO COMPENSADO,0.0,0.0,1.8068897324206288,37868.58167623396,1.8068897324206288
72,2020-01-29,CARNE,RETAIL COMPENSADO,C100-200,4324.944725969483,1.9616081192945665,CONTRATO,Usa,Data Mussel,5,,1,2020,America,America,America,America,CARNE RETAIL,CARNERETAIL COMPENSADO,0.0,0.1,1.7654473073651098,7635.462020965757,2.179564576993963
73,2020-01-29,CARNE,GRANEL,C100-200,9526.309969095777,1.9284541792501515,CONTRATO,España,Data Mussel,5,,1,2020,Europa,España,España,Otros europa,CARNE GRANEL,CARNEGRANEL,0.0,0.0,1.9284541792501515,18371.052272735134,1.9284541792501515
74,2020-01-29,ENTERO,SIN SALSA,E40-60,6487.417088954225,1.1217083048360479,CONTRATO,Usa,Data Mussel,5,,1,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.1217083048360479,7276.9896256152515,1.1217083048360479
75,2020-01-29,MEDIA CONCHA,RETAIL COMPENSADO,C60-80,2162.4723629847417,2.5141737867014866,CONTRATO,Usa,Data Mussel,5,,1,2020,America,America,America,America,,MEDIA CONCHARETAIL COMPENSADO,,,,,
76,2020-01-29,CARNE,GRANEL,C200-300,12384.202959824512,1.6963765989392448,CONTRATO,España,Data Mussel,5,,1,2020,Europa,España,España,Otros europa,CARNE GRANEL,CARNEGRANEL,0.0,0.0,1.6963765989392448,21008.272097560435,1.6963765989392448
77,2020-01-30,CARNE,GRANEL,C100-200,1428.9464953643667,1.9892364026649125,CONTRATO,Chile,Data Mussel,5,,1,2020,Chile,Chile,Chile,Chile,CARNE GRANEL,CARNEGRANEL,0.0,0.0,1.9892364026649125,2842.512386039247,1.9892364026649125
78,2020-01-30,ENTERO,SIN SALSA,E50-70,8001.147743043543,1.0498747680731482,CONTRATO,Usa,Data Mussel,5,,1,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.0498747680731482,8400.203131046834,1.0498747680731482
79,2020-01-30,MEDIA CONCHA,RETAIL COMPENSADO,C60-80,3243.7085444771124,2.4478659066126562,CONTRATO,Usa,Data Mussel,5,,1,2020,America,America,America,America,,MEDIA CONCHARETAIL COMPENSADO,,,,,
80,2020-01-30,CARNE,RETAIL NO COMPENSADO,C200-300,7621.047975276622,1.7626844790280753,CONTRATO,Inglaterra,Data Mussel,5,,1,2020,Europa,Otros europa,Otros europa,Otros europa,CARNE RETAIL,CARNERETAIL NO COMPENSADO,0.0,0.0,1.7626844790280753,13433.502979948442,1.7626844790280753
81,2020-01-30,CARNE,RETAIL COMPENSADO,C200-300,3027.4613081786383,1.86767195583539,CONTRATO,Usa,Data Mussel,5,,1,2020,America,America,America,America,CARNE RETAIL,CARNERETAIL COMPENSADO,0.0,0.1,1.680904760251851,5088.874124395769,2.0751910620393224
82,2020-01-30,CARNE,RETAIL NO COMPENSADO,C100-200,20957.88193201071,1.862146299161321,CONTRATO,Thailand,Data Mussel,5,,1,2020,Asia,Asia,Asia,Asia,CARNE RETAIL,CARNERETAIL NO COMPENSADO,0.0,0.0,1.862146299161321,39026.64227795366,1.862146299161321
83,2020-01-30,ENTERO,SIN SALSA,E40-60,3113.960202698028,1.149336588206394,CONTRATO,Usa,Data Mussel,5,,1,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.149336588206394,3578.9883951794423,1.149336588206394
84,2020-01-30,ENTERO,SIN SALSA,C40-60,12974.83417790845,1.1106569914879094,CONTRATO,Usa,Data Mussel,5,,1,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.1106569914879094,14410.590293090301,1.1106569914879094
85,2020-01-30,ENTERO,SIN SALSA,C18-27,16270.442059097195,1.1106569914879094,CONTRATO,Usa,Data Mussel,5,,1,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.1106569914879094,18070.880227535235,1.1106569914879094
86,2020-01-30,CARNE,GRANEL,C200-300,9526.309969095777,1.6521713455466913,CONTRATO,Inglaterra,Data Mussel,5,,1,2020,Europa,Otros europa,Otros europa,Otros europa,CARNE GRANEL,CARNEGRANEL,0.0,0.0,1.6521713455466913,15739.09635973583,1.6521713455466913
87,2020-01-30,CARNE,RETAIL NO COMPENSADO,C200-300,4763.1549845478885,1.7626844790280753,CONTRATO,Inglaterra,Data Mussel,5,,1,2020,Europa,Otros europa,Otros europa,Otros europa,CARNE RETAIL,CARNERETAIL NO COMPENSADO,0.0,0.0,1.7626844790280753,8395.939362467776,1.7626844790280753
88,2020-01-31,ENTERO,SIN SALSA,C18-27,15554.23121247665,1.1106569914879094,CONTRATO,Usa,Data Mussel,5,,1,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.1106569914879094,17275.415643356653,1.1106569914879094
89,2020-01-31,ENTERO,SIN SALSA,C18-27,16270.442059097195,1.1106569914879094,CONTRATO,Usa,Data Mussel,5,,1,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,1.1106569914879094,18070.880227535235,1.1106569914879094
90,2020-01-31,CARNE,RETAIL COMPENSADO,C200-500,19052.619938191554,1.7737357923762136,CONTRATO,France,Data Mussel,5,,1,2020,Europa,Francia,Francia,Francia,CARNE RETAIL,CARNERETAIL COMPENSADO,0.0,0.1,1.5963622131385922,30414.882530619936,1.9708175470846818
91,2020-02-03,MEDIA CONCHA,RETAIL COMPENSADO,C60-80,1729.9778903877932,1659.3546992229813,CONTRATO,Canada,Data Mussel,6,,2,2020,America,America,America,America,,MEDIA CONCHARETAIL COMPENSADO,,,,,
92,2020-02-03,CARNE,RETAIL COMPENSADO,C100-200,9138.68441645327,1375.6122290095277,CONTRATO,Canada,Data Mussel,6,,2,2020,America,America,America,America,CARNE RETAIL,CARNERETAIL COMPENSADO,0.0,0.1,1238.051006108575,11314157.436298726,1528.4580322328086
93,2020-02-03,CARNE,RETAIL COMPENSADO,C100-200,6430.2592291396495,1109.828142986799,CONTRATO,Canada,Data Mussel,6,,2,2020,America,America,America,America,CARNE RETAIL,CARNERETAIL COMPENSADO,0.0,0.1,998.8453286881193,6422834.393279806,1233.1423810964434
94,2020-02-04,CARNE,GRANEL,C100-200,9526.309969095777,754.252136010446,CONTRATO,Argentina,Data Mussel,6,,2,2020,America,America,America,America,CARNE GRANEL,CARNEGRANEL,0.0,0.0,754.252136010446,7185239.642488095,754.252136010446
95,2020-02-04,ENTERO,SIN SALSA,C18-27,16270.442059097195,721.9270444671412,CONTRATO,Usa,Data Mussel,6,,2,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,721.9270444671412,11746072.147897905,721.9270444671412
96,2020-02-04,ENTERO,SIN SALSA,E40-60,3810.523987638311,682.4185992475464,CONTRATO,Argentina,Data Mussel,6,,2,2020,America,America,America,America,ENTERO SIN SALSA,ENTEROSIN SALSA,0.0,0.0,682.4185992475464,2600372.442043311,682.4185992475464
97,2020-02-04,CARNE,GRANEL,C200-300,7621.047975276622,1059.5446672527694,CONTRATO,Argentina,Data Mussel,6,,2,2020,America,America,America,America,CARNE GRANEL,CARNEGRANEL,0.0,0.0,1059.5446672527694,8074840.741081861,1059.5446672527694
